name,year,selling_price,km_driven,fuel,Company
Maruti Swift Dzire,2020,730000,1500,Petrol,Maruti
Mahindra Bolero 2011-2019,2012,500000,76000,Diesel,Mahindra
Maruti Wagon R,2015,400000,40000,Petrol,Maruti
Hyundai EON Magna,2015,280000,60000,Petrol,Hyundai
Toyota Innova 2.5,2009,561000,170000,Diesel,Toyota
Chevrolet Beat Diesel,2016,375000,53319,Diesel,Chevrolet
Volkswagen Ameo 1.5,2017,700000,40906,Diesel,Volkswagen
Toyota Etios VX,2012,375000,31711,Petrol,Toyota
Hyundai EON Era,2012,270000,43755,Petrol,Hyundai
Renault KWID RXT,2016,300000,66693,Petrol,Renault
Maruti Zen Estilo,2010,225000,59549,Petrol,Maruti
Toyota Innova 2.5,2015,1350000,94385,Diesel,Toyota
Maruti Zen Estilo,2010,200000,73730,Petrol,Maruti
Hyundai Verna 1.6,2011,400000,221889,Diesel,Hyundai
Honda Amaze VX,2013,500000,116104,Diesel,Honda
Maruti Swift VXI,2015,500000,150546,Petrol,Maruti
Toyota Fortuner 2.8,2013,1500000,148120,Diesel,Toyota
Ford Ecosport 1.5,2015,555000,20000,Petrol,Ford
Hyundai Grand i10,2018,580000,30000,Petrol,Hyundai
Tata Aria Pride,2011,337000,142000,Diesel,Tata
Tata Manza Aura,2009,180000,120000,Diesel,Tata
Hyundai i10 Sportz,2011,200000,80000,Petrol,Hyundai
Tata Indigo CS,2016,260000,60000,Diesel,Tata
Renault KWID 1.0,2016,350000,25000,Petrol,Renault
Mahindra Bolero SLX,2011,409999,50000,Diesel,Mahindra
Mahindra TUV 300,2017,655000,126000,Diesel,Mahindra
Maruti Swift Dzire,2015,370000,170000,Diesel,Maruti
Maruti Alto 800,2013,200000,24000,Petrol,Maruti
Maruti Ertiga SHVS,2017,800000,100000,Diesel,Maruti
Tata Tiago NRG,2019,550000,10000,Petrol,Tata
Ford Figo Diesel,2012,300000,70000,Diesel,Ford
Maruti Omni E,2017,220000,40000,Petrol,Maruti
Maruti Wagon R,2011,196000,110000,Petrol,Maruti
Hyundai i10 Era,2008,135000,80000,Petrol,Hyundai
Tata Bolt Revotron,2015,299000,16500,Petrol,Tata
Maruti Alto K10,2017,300000,30000,Petrol,Maruti
Maruti Ertiga SHVS,2017,720000,80000,Diesel,Maruti
Tata Safari Storme,2016,650000,50000,Diesel,Tata
Maruti Alto K10,2016,300000,25000,Petrol,Maruti
Hyundai Grand i10,2019,750000,20000,Diesel,Hyundai
Renault KWID RXT,2016,260000,60000,Petrol,Renault
Maruti Swift VDI,2011,300000,70000,Diesel,Maruti
Mahindra Bolero 2011-2019,2014,600000,50000,Diesel,Mahindra
Maruti Alto K10,2015,250000,52000,Petrol,Maruti
Maruti Swift Dzire,2014,420000,80000,Diesel,Maruti
Hyundai EON Era,2015,235000,50000,Petrol,Hyundai
Mahindra Scorpio S10,2016,1100000,60000,Diesel,Mahindra
Maruti Alto K10,2019,360000,25000,Petrol,Maruti
Hyundai Grand i10,2014,380000,50000,Diesel,Hyundai
Ford EcoSport 1.5,2016,650000,125000,Diesel,Ford
Maruti Wagon R,2016,350000,80000,Petrol,Maruti
Mahindra Bolero 2011-2019,2017,700000,70000,Diesel,Mahindra
Hyundai i20 Asta,2010,270000,90000,Diesel,Hyundai
Tata Bolt Quadrajet,2017,450000,50000,Diesel,Tata
Mahindra Thar CRDe,2016,630000,101000,Diesel,Mahindra
Mahindra Xylo E4,2010,229999,168000,Diesel,Mahindra
Maruti Wagon R,2011,270000,40000,Petrol,Maruti
Tata Indica Vista,2009,135000,28900,Petrol,Tata
Maruti Wagon R,2012,275000,20000,Petrol,Maruti
Mahindra TUV 300,2015,634000,165000,Diesel,Mahindra
Maruti A-Star Zxi,2012,235000,98500,Petrol,Maruti
Hyundai i10 Asta,2008,275000,98000,Petrol,Hyundai
Mahindra Thar CRDe,2014,700000,40000,Diesel,Mahindra
Maruti Alto LXi,2012,215000,90000,Petrol,Maruti
Hyundai Getz 1.5,2009,150000,110000,Diesel,Hyundai
Maruti S-Cross 2017-2020,2018,950000,77800,Diesel,Maruti
Mahindra TUV 300,2015,730000,100000,Diesel,Mahindra
Tata Indica V2,2012,135000,120000,Diesel,Tata
Hyundai Xcent 1.2,2016,350000,80000,Petrol,Hyundai
Mahindra KUV 100,2018,535000,21000,Petrol,Mahindra
Maruti Swift Dzire,2018,455000,100000,Petrol,Maruti
Maruti Swift Dzire,2019,655000,25000,Petrol,Maruti
Ford EcoSport 1.5,2019,800000,30000,Diesel,Ford
Toyota Yaris V,2018,1100000,25000,Petrol,Toyota
Toyota Fortuner 4x2,2012,1225000,160000,Diesel,Toyota
Mahindra KUV 100,2018,340000,51492,Petrol,Mahindra
Volkswagen Vento Diesel,2011,300000,72000,Diesel,Volkswagen
Ford Figo 1.2P,2016,370000,60000,Petrol,Ford
Mahindra Bolero 2011-2019,2013,330000,136000,Diesel,Mahindra
Hyundai Santro Xing,2014,238000,60000,Petrol,Hyundai
Hyundai Santro Xing,2013,200000,90000,Petrol,Hyundai
Hyundai Santro Xing,2009,114999,90000,Petrol,Hyundai
Maruti Wagon R,2015,320000,50000,Petrol,Maruti
Hyundai i10 Era,2010,210000,20000,Petrol,Hyundai
Mahindra Xylo D2,2011,200000,120000,Diesel,Mahindra
Maruti Wagon R,2009,135000,150000,Petrol,Maruti
Tata Indigo CS,2015,350000,52000,Diesel,Tata
Mahindra Bolero 2011-2019,2014,350000,167000,Diesel,Mahindra
Maruti Swift Dzire,2017,680000,40000,Diesel,Maruti
Maruti Swift Vdi,2010,200000,190000,Diesel,Maruti
Renault KWID 1.0,2016,300000,50000,Petrol,Renault
Mahindra Xylo E6,2011,270000,70000,Diesel,Mahindra
Maruti Wagon R,2012,225000,80000,Petrol,Maruti
Mahindra Bolero DI,2008,250000,120000,Diesel,Mahindra
Mahindra TUV 300,2015,590000,40000,Diesel,Mahindra
Hyundai EON Era,2015,290000,17000,Petrol,Hyundai
Maruti Zen Estilo,2010,100000,180000,Petrol,Maruti
Maruti Celerio VXI,2016,395000,50000,Petrol,Maruti
Hyundai EON Era,2014,195000,65000,Petrol,Hyundai
Tata Nano Cx,2011,45000,10000,Petrol,Tata
Mahindra Bolero DI,2009,270000,70000,Diesel,Mahindra
Chevrolet Tavera Neo,2014,600000,90000,Diesel,Chevrolet
Hyundai i20 Asta,2015,715000,50000,Diesel,Hyundai
Hyundai Elite i20,2019,600000,10000,Petrol,Hyundai
Mahindra TUV 300,2019,875000,25000,Diesel,Mahindra
Mahindra Scorpio M2DI,2011,420000,100000,Diesel,Mahindra
Honda CR-V 2.4,2007,325000,70000,Petrol,Honda
Mahindra KUV 100,2016,300000,40000,Petrol,Mahindra
Hyundai i20 Sportz,2012,335000,135000,Diesel,Hyundai
Maruti Celerio LXI,2014,300000,35000,Petrol,Maruti
Mahindra Bolero 2011-2019,2012,400000,120000,Diesel,Mahindra
Tata Indigo CS,2012,168000,190000,Diesel,Tata
Mahindra Bolero 2011-2019,2016,550000,120000,Diesel,Mahindra
Mahindra Bolero PLUS,2011,320000,175000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2011,320000,175000,Diesel,Mahindra
Tata Manza Club,2013,280000,80000,Diesel,Tata
Hyundai Xcent 1.1,2017,550000,70000,Diesel,Hyundai
Hyundai Xcent 1.2,2018,500000,10000,Petrol,Hyundai
Ford Freestyle Titanium,2019,700000,6000,Petrol,Ford
Mahindra Bolero 2011-2019,2012,340000,110000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2007,160000,120000,Diesel,Mahindra
Toyota Innova 2.5,2014,750000,50000,Diesel,Toyota
Hyundai Grand i10,2018,531000,20000,Petrol,Hyundai
Renault KWID 1.0,2017,300000,35000,Petrol,Renault
Volkswagen Polo 1.5,2014,350000,60000,Diesel,Volkswagen
Chevrolet Beat LT,2010,150000,68000,Petrol,Chevrolet
Maruti Swift VXI,2015,450000,30000,Petrol,Maruti
Mahindra XUV500 W10,2017,1625000,54000,Diesel,Mahindra
Tata Indica V2,2006,85000,120000,Diesel,Tata
Hyundai Grand i10,2018,450000,30000,Petrol,Hyundai
Tata Tiago 1.05,2017,360000,50000,Diesel,Tata
Maruti Alto K10,2020,390000,6000,Petrol,Maruti
Maruti Eeco 7,2011,145000,50000,Petrol,Maruti
Mahindra Scorpio VLX,2012,540000,90000,Diesel,Mahindra
Toyota Innova 2.5,2008,290000,126000,Diesel,Toyota
Tata Indigo eCS,2013,300000,90000,Diesel,Tata
Ford Figo Aspire,2017,565000,80000,Petrol,Ford
Mahindra Scorpio 2.6,2011,441000,70000,Diesel,Mahindra
Hyundai EON Era,2011,180000,80000,Petrol,Hyundai
Hyundai EON D,2013,200000,80000,Petrol,Hyundai
Tata Indica V2,2006,67500,110000,Diesel,Tata
Maruti Vitara Brezza,2016,700000,110000,Diesel,Maruti
Volkswagen Polo Diesel,2010,275000,80000,Diesel,Volkswagen
Hyundai Grand i10,2019,600000,20000,Petrol,Hyundai
Mahindra Xylo D2,2011,250000,120000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2016,600000,120000,Diesel,Mahindra
Hyundai Grand i10,2015,425000,91500,Diesel,Hyundai
Maruti Swift Dzire,2012,420000,120000,Diesel,Maruti
Hyundai i20 1.4,2012,321000,100000,Diesel,Hyundai
Mahindra Xylo D4,2012,350000,120000,Diesel,Mahindra
Honda Amaze i-VTEC,2017,490000,80000,Petrol,Honda
Mahindra Scorpio S2,2015,680000,90000,Diesel,Mahindra
Maruti Alto K10,2016,298000,70000,Petrol,Maruti
Mahindra Scorpio M2DI,2011,450000,150000,Diesel,Mahindra
Tata Indica Vista,2012,250000,40000,Diesel,Tata
Ford Endeavour Hurricane,2013,1075000,110000,Diesel,Ford
Hyundai Grand i10,2017,500000,20000,Petrol,Hyundai
Ford Freestyle Trend,2019,681000,10000,Petrol,Ford
Mahindra XUV500 W8,2014,650000,90000,Diesel,Mahindra
Chevrolet Aveo U-VA,2008,80000,70000,Petrol,Chevrolet
Mahindra Bolero SLX,2009,290000,120000,Diesel,Mahindra
Mahindra Scorpio 2.6,2006,220000,120000,Diesel,Mahindra
Hyundai Santro Xing,2009,120000,90000,Petrol,Hyundai
Maruti Swift Dzire,2014,500000,45000,Petrol,Maruti
Tata Indigo CS,2013,175000,120000,Diesel,Tata
Ford Freestyle Titanium,2019,720000,10000,Petrol,Ford
Maruti 800 AC,2012,100000,51000,Petrol,Maruti
Honda Civic 1.8,2009,250000,105000,Petrol,Honda
Mahindra XUV500 W6,2014,810000,100000,Diesel,Mahindra
Maruti Alto LXi,2010,165000,30000,Petrol,Maruti
Maruti Swift VDI,2013,430000,86000,Diesel,Maruti
Maruti Swift Dzire,2011,350000,137500,Diesel,Maruti
Renault KWID 1.0,2018,400000,60000,Petrol,Renault
Chevrolet Enjoy 1.3,2016,420000,70000,Diesel,Chevrolet
Maruti Wagon R,2015,430000,5000,Petrol,Maruti
Maruti Swift VXI,2017,573000,30000,Petrol,Maruti
Hyundai EON D,2015,210000,40000,Petrol,Hyundai
Renault Duster 110PS,2015,600000,60000,Diesel,Renault
Honda City 2017-2020,2008,150000,70000,Petrol,Honda
Tata Tigor 1.2,2019,550000,15000,Petrol,Tata
Maruti Swift Dzire,2011,320000,110000,Diesel,Maruti
Honda Amaze VX,2019,800000,10000,Diesel,Honda
Maruti Ertiga ZXI,2013,500000,60000,Petrol,Maruti
Tata Manza Aura,2011,229999,110000,Diesel,Tata
Hyundai i20 Asta,2015,630000,35000,Petrol,Hyundai
Maruti Omni E,2016,190000,70000,Petrol,Maruti
Mahindra Bolero VLX,2011,450000,100000,Diesel,Mahindra
Maruti Alto Std,2008,95000,120000,Petrol,Maruti
Maruti Omni 8,2009,101000,90000,Petrol,Maruti
Honda Amaze E,2016,500000,70000,Diesel,Honda
Toyota Innova 2.5,2014,1019999,88000,Diesel,Toyota
Hyundai EON Era,2012,244000,38000,Petrol,Hyundai
Maruti Wagon R,2013,250000,90000,Petrol,Maruti
Maruti Baleno Alpha,2016,660000,60000,Petrol,Maruti
Hyundai i20 Magna,2010,270000,60000,Petrol,Hyundai
Maruti Ritz VDi,2012,280000,156060,Diesel,Maruti
Hyundai Creta 1.6,2017,1050000,60000,Diesel,Hyundai
Maruti Swift Dzire,2017,525000,70000,Petrol,Maruti
Hyundai Verna 1.6,2017,850000,35000,Diesel,Hyundai
Mahindra XUV500 W10,2016,1165000,50000,Diesel,Mahindra
Maruti Swift ZXI,2012,345000,50000,Petrol,Maruti
Hyundai Santro Xing,2007,95000,100000,Petrol,Hyundai
Maruti Alto 800,2015,241000,15000,Petrol,Maruti
Maruti Alto 800,2015,235000,20000,Petrol,Maruti
Ford EcoSport 1.5,2015,615000,80000,Diesel,Ford
Mahindra Verito Vibe,2014,350000,110000,Diesel,Mahindra
Maruti Wagon R,2014,350000,35000,Petrol,Maruti
Maruti Wagon R,2014,380000,35000,Petrol,Maruti
Tata Sumo Gold,2017,400000,140000,Diesel,Tata
Maruti Zen Estilo,2010,220000,40000,Petrol,Maruti
Tata Sumo GX,2008,270000,110000,Diesel,Tata
Maruti Ritz ZXi,2012,275000,70000,Petrol,Maruti
Tata Indica Vista,2009,125000,100000,Diesel,Tata
Hyundai i10 Sportz,2015,360000,20000,Petrol,Hyundai
Hyundai Grand i10,2019,550000,15000,Petrol,Hyundai
Ford Fiesta 1.4,2011,200000,70000,Petrol,Ford
Mahindra KUV 100,2016,327000,20000,Petrol,Mahindra
Hyundai i10 Sportz,2016,425000,15000,Petrol,Hyundai
Maruti Swift Dzire,2017,620000,107000,Diesel,Maruti
Tata Indica Vista,2011,130000,54000,Diesel,Tata
Maruti Alto LX,2009,120000,58000,Petrol,Maruti
Mahindra Scorpio SLE,2011,400000,110000,Diesel,Mahindra
Hyundai Verna CRDi,2007,185000,90000,Diesel,Hyundai
Hyundai EON 1.0,2015,204999,43000,Petrol,Hyundai
Maruti Swift Dzire,2017,625000,43000,Diesel,Maruti
Maruti Ertiga ZDI,2013,600000,60000,Diesel,Maruti
Tata Indigo GLX,2011,150000,150000,Petrol,Tata
Chevrolet Sail Hatchback,2013,229999,46000,Petrol,Chevrolet
Maruti Omni E,2018,220000,10000,Petrol,Maruti
Hyundai i20 Asta,2016,576000,35000,Petrol,Hyundai
Renault KWID RXT,2016,265000,50000,Petrol,Renault
Hyundai Verna 1.6,2011,300000,80000,Diesel,Hyundai
Tata Tigor 1.05,2017,420000,110000,Diesel,Tata
Maruti Ertiga VDI,2015,750000,14000,Diesel,Maruti
Renault KWID RXT,2017,290000,28000,Petrol,Renault
Hyundai EON Era,2011,160000,57000,Petrol,Hyundai
Maruti Swift Dzire,2017,695000,50000,Diesel,Maruti
Toyota Corolla Altis,2015,1050000,60000,Diesel,Toyota
Hyundai i20 Sportz,2013,400000,70000,Petrol,Hyundai
Hyundai i20 2015-2017,2016,500000,40000,Petrol,Hyundai
Tata Manza Aqua,2010,150000,120000,Diesel,Tata
Mahindra Xylo H4,2016,400000,140000,Diesel,Mahindra
Tata Indigo LS,2010,120000,100000,Diesel,Tata
Mahindra Xylo H4,2014,480000,120000,Diesel,Mahindra
Tata Indigo CS,2013,200000,120000,Diesel,Tata
Ford Fiesta Classic,2012,300000,64000,Diesel,Ford
Maruti Celerio VXI,2015,350000,25000,Petrol,Maruti
Renault Triber RXT,2019,580000,12000,Petrol,Renault
Chevrolet Beat Diesel,2012,200000,70000,Diesel,Chevrolet
Mahindra Scorpio Getaway,2016,750000,120000,Diesel,Mahindra
Renault KWID RXT,2016,261000,90000,Petrol,Renault
Chevrolet Sail 1.2,2015,371000,40000,Petrol,Chevrolet
Mahindra Bolero DI,2010,320000,300000,Diesel,Mahindra
Tata Indigo CS,2012,204999,120000,Diesel,Tata
Ford Fusion 1.4,2009,150000,100000,Diesel,Ford
Mahindra Bolero 2011-2019,2016,625000,90000,Diesel,Mahindra
Mahindra Scorpio 1.99,2017,1300000,50000,Diesel,Mahindra
Ford Figo Diesel,2010,180000,110000,Diesel,Ford
Mahindra Bolero SLX,2010,421000,120000,Diesel,Mahindra
Honda WR-V i-DTEC,2017,900000,40000,Diesel,Honda
Honda City 2017-2020,2006,165000,110000,Petrol,Honda
Hyundai i20 Magna,2010,270000,100000,Diesel,Hyundai
Maruti Vitara Brezza,2017,750000,40000,Diesel,Maruti
Hyundai Elite i20,2019,750000,30000,Petrol,Hyundai
Ford Figo Diesel,2011,190000,90000,Diesel,Ford
Toyota Innova 2.5,2009,395000,200000,Diesel,Toyota
Toyota Fortuner 3.0,2010,800000,125000,Diesel,Toyota
Hyundai i20 1.2,2011,315000,80000,Petrol,Hyundai
Toyota Etios GD,2013,409999,90000,Diesel,Toyota
Hyundai i20 Sportz,2013,340000,70000,Petrol,Hyundai
Hyundai EON Magna,2015,270000,43000,Petrol,Hyundai
Tata Zest Quadrajet,2017,280000,80000,Diesel,Tata
Tata Indica Vista,2012,130000,60000,Diesel,Tata
Hyundai EON Era,2014,260000,18945,Petrol,Hyundai
Hyundai Grand i10,2018,710000,70000,Diesel,Hyundai
Maruti Eeco Smiles,2013,204999,100000,Petrol,Maruti
Maruti Swift Dzire,2009,180000,144000,Diesel,Maruti
Mahindra TUV 300,2016,700000,120000,Diesel,Mahindra
Hyundai i20 1.4,2012,320000,107825,Diesel,Hyundai
Maruti Alto 800,2020,370000,15000,Petrol,Maruti
Renault KWID RXT,2018,340000,10000,Petrol,Renault
Maruti XL6 Alpha,2019,1040000,1620,Petrol,Maruti
Hyundai i20 Active,2018,750000,30000,Diesel,Hyundai
Mahindra TUV 300,2018,600000,70000,Diesel,Mahindra
Mahindra Bolero 2011-2019,2016,550000,70000,Diesel,Mahindra
Toyota Innova 2.5,2013,600000,95000,Diesel,Toyota
Tata Tigor 1.05,2017,550000,50000,Diesel,Tata
Honda City i,2015,750000,160000,Diesel,Honda
Hyundai Santro Magna,2019,450000,10000,Petrol,Hyundai
Maruti Ertiga VDI,2012,400000,100000,Diesel,Maruti
Maruti Swift VDI,2016,520000,50000,Diesel,Maruti
Maruti Alto K10,2013,199000,60000,Petrol,Maruti
Chevrolet Beat Diesel,2012,150000,110000,Diesel,Chevrolet
Hyundai i20 Active,2016,540000,80000,Diesel,Hyundai
Maruti SX4 ZDI,2011,250000,85000,Diesel,Maruti
Maruti Wagon R,2010,200000,90000,Petrol,Maruti
Tata Indica V2,2011,130000,90000,Diesel,Tata
Maruti 800 AC,2007,90000,90000,Petrol,Maruti
Hyundai Verna 1.6,2012,450000,120000,Diesel,Hyundai
Hyundai Verna CRDi,2009,280000,120000,Diesel,Hyundai
Tata New Safari,2007,280000,160000,Diesel,Tata
Maruti Zen LXI,2006,120000,141000,Petrol,Maruti
Maruti Swift Ldi,2008,290000,100000,Diesel,Maruti
Hyundai Creta 1.4,2019,1000000,15000,Diesel,Hyundai
Maruti Swift Dzire,2012,415000,108000,Diesel,Maruti
Chevrolet Beat Diesel,2015,240000,55000,Diesel,Chevrolet
Tata Indica Vista,2010,250000,37944,Diesel,Tata
Ford Figo Diesel,2011,175000,90400,Diesel,Ford
Hyundai Verna CRDi,2008,220000,85000,Diesel,Hyundai
Maruti Swift Dzire,2019,675000,5000,Petrol,Maruti
Renault Duster 85PS,2016,535000,50000,Diesel,Renault
Renault Triber RXZ,2019,675000,5000,Petrol,Renault
Maruti Vitara Brezza,2016,800000,90000,Diesel,Maruti
Maruti Ertiga ZDI,2012,425000,96000,Diesel,Maruti
Maruti Eeco 5,2011,150000,80000,Petrol,Maruti
Maruti Zen Estilo,2007,90000,60000,Petrol,Maruti
Mahindra XUV500 W6,2015,850000,90000,Diesel,Mahindra
Toyota Innova 2.5,2008,330000,193623,Diesel,Toyota
Hyundai i20 1.4,2017,850000,63186,Diesel,Hyundai
Mahindra Bolero SLX,2008,305000,219000,Diesel,Mahindra
Toyota Innova 2.5,2013,910000,110000,Diesel,Toyota
Toyota Innova 2.5,2012,1100000,151000,Diesel,Toyota
Maruti Baleno Zeta,2019,675000,5000,Petrol,Maruti
Maruti Alto LXi,2010,150000,91500,Petrol,Maruti
Maruti Swift VDI,2015,550000,23000,Diesel,Maruti
Volkswagen Vento Diesel,2012,350000,40000,Diesel,Volkswagen
Maruti Ritz VDi,2012,300000,70000,Diesel,Maruti
Toyota Innova Crysta,2018,1745000,10000,Diesel,Toyota
Mahindra Scorpio 2009-2014,2014,611000,90000,Diesel,Mahindra
Honda Brio S,2016,400000,68000,Petrol,Honda
Hyundai Elantra CRDi,2013,700000,120000,Diesel,Hyundai
Chevrolet Sail Hatchback,2013,300000,65000,Diesel,Chevrolet
Maruti Wagon R,2011,200000,94000,Petrol,Maruti
Hyundai i20 Asta,2015,650000,100000,Diesel,Hyundai
Hyundai i20 Asta,2015,650000,80000,Diesel,Hyundai
Volkswagen Polo Diesel,2013,350000,80000,Diesel,Volkswagen
Tata Indica V2,2011,75000,140500,Diesel,Tata
Maruti Swift Dzire,2010,240000,143000,Petrol,Maruti
Maruti Alto K10,2013,240000,60000,Petrol,Maruti
Tata Indica Vista,2011,180000,120000,Diesel,Tata
Hyundai Santa Fe,2014,900000,80000,Diesel,Hyundai
Mahindra Thar DI,2014,425000,63000,Diesel,Mahindra
Chevrolet Spark 1.0,2009,95000,120000,Petrol,Chevrolet
Maruti Swift Dzire,2018,811000,100000,Diesel,Maruti
Hyundai Verna VTVT,2018,1100000,60000,Petrol,Hyundai
Chevrolet Tavera Neo,2013,600000,90000,Diesel,Chevrolet
Maruti Ertiga VDI,2014,550000,50000,Diesel,Maruti
Mahindra Scorpio S4,2015,715000,70000,Diesel,Mahindra
Tata Indigo LS,2006,100000,120000,Diesel,Tata
Mahindra Scorpio EX,2013,500000,195000,Diesel,Mahindra
Maruti Wagon R,2013,350000,40000,Petrol,Maruti
Tata Indica V2,2008,100000,40000,Diesel,Tata
Tata Safari DICOR,2012,325000,120000,Diesel,Tata
Maruti Wagon R,2012,220000,360003,Petrol,Maruti
Renault KWID RXT,2016,330000,20000,Petrol,Renault
Mahindra Bolero 2011-2019,2014,480000,37000,Diesel,Mahindra
Maruti S-Cross 2017-2020,2018,950000,57000,Diesel,Maruti
Hyundai Verna Transform,2011,300000,110000,Diesel,Hyundai
Hyundai Verna Xi,2006,170000,110000,Petrol,Hyundai
Toyota Innova 2.5,2013,850000,120000,Diesel,Toyota
Tata Tigor 2017-2020,2019,900000,8079,Diesel,Tata
Toyota Innova 2.5,2015,1325000,114368,Diesel,Toyota
Ford Fiesta Classic,2012,350000,79990,Diesel,Ford
Ford Figo Diesel,2012,425000,81632,Diesel,Ford
Ford Aspire Titanium,2016,600000,155201,Diesel,Ford
Ford Ecosport 1.5,2014,750000,101504,Diesel,Ford
Ford Fiesta Classic,2012,450000,90165,Diesel,Ford
Ford Figo Titanium,2010,325000,86017,Diesel,Ford
Mahindra XUV500 W8,2013,900000,85036,Diesel,Mahindra
Ford EcoSport 1.5,2013,600000,125531,Diesel,Ford
Hyundai Verna VTVT,2019,1100000,10000,Petrol,Hyundai
Tata Tiago 1.2,2017,520000,20000,Petrol,Tata
Mahindra Scorpio S10,2015,885000,170000,Diesel,Mahindra
Tata Nexon 1.5,2018,950000,40000,Diesel,Tata
Honda City 1.5,2008,229999,120000,Petrol,Honda
Maruti Ritz VDi,2013,409999,100000,Diesel,Maruti
Ford Fiesta EXi,2011,300000,110000,Diesel,Ford
Tata Indica V2,2008,175000,120000,Diesel,Tata
Maruti Celerio ZXI,2017,425000,40000,Petrol,Maruti
Chevrolet Optra Magnum,2011,272000,170000,Diesel,Chevrolet
Hyundai i10 Magna,2013,310000,70000,Petrol,Hyundai
Hyundai Creta 1.4,2017,1125000,105000,Diesel,Hyundai
Hyundai Xcent 1.2,2014,450000,46000,Petrol,Hyundai
Volkswagen Polo Diesel,2011,388000,80000,Diesel,Volkswagen
Hyundai Verna Transform,2011,400000,60000,Petrol,Hyundai
Honda City i,2015,760000,70000,Diesel,Honda
Maruti Alto LXi,2009,120000,90000,Petrol,Maruti
Maruti Swift Dzire,2019,757000,25000,Diesel,Maruti
Maruti Alto 800,2015,270000,53000,Petrol,Maruti
Tata Sumo MKII,2011,250000,90000,Diesel,Tata
Toyota Innova Crysta,2011,800000,60000,Diesel,Toyota
Toyota Fortuner 4x2,2014,1380000,150000,Diesel,Toyota
Mahindra Thar CRDe,2014,700000,24000,Diesel,Mahindra
Honda Mobilio S,2016,450000,100000,Diesel,Honda
Mahindra KUV 100,2018,650000,6000,Petrol,Mahindra
Mahindra XUV500 W8,2013,950000,49700,Diesel,Mahindra
Toyota Innova 2.5,2007,626000,80000,Diesel,Toyota
Maruti Swift Dzire,2019,600000,10000,Petrol,Maruti
Renault KWID RXT,2019,290000,21000,Petrol,Renault
Maruti Alto K10,2013,215000,25000,Petrol,Maruti
Renault KWID RXT,2016,250000,22000,Petrol,Renault
Maruti Ertiga SHVS,2017,750000,50000,Diesel,Maruti
Maruti Alto K10,2016,250000,20000,Petrol,Maruti
Honda BRV i-VTEC,2017,950000,15000,Petrol,Honda
Ford Figo Aspire,2018,793000,30000,Diesel,Ford
Hyundai Creta 1.6,2015,750000,74000,Diesel,Hyundai
Honda Jazz V,2017,725000,6550,Petrol,Honda
Hyundai Grand i10,2016,480000,30000,Diesel,Hyundai
Maruti Swift Dzire,2018,795000,41779,Petrol,Maruti
Honda Jazz 1.2,2016,625000,54000,Petrol,Honda
Maruti Ignis 1.3,2017,625000,37000,Diesel,Maruti
Chevrolet Cruze LTZ,2011,440000,90000,Diesel,Chevrolet
Toyota Corolla Altis,2018,1400000,13534,Petrol,Toyota
Toyota Corolla Altis,2017,1450000,7000,Petrol,Toyota
Toyota Innova Crysta,2019,1925000,43000,Diesel,Toyota
Maruti Ciaz RS,2017,844999,70000,Diesel,Maruti
Maruti Swift ZXI,2018,750000,15000,Petrol,Maruti
Honda Jazz 1.2,2015,610000,30000,Petrol,Honda
Toyota Fortuner 2.8,2018,2940000,100000,Diesel,Toyota
Hyundai Creta 1.6,2017,1150000,63309,Diesel,Hyundai
Toyota Innova Crysta,2016,1825000,94000,Diesel,Toyota
Hyundai Elite i20,2018,890000,29000,Petrol,Hyundai
